classification,x_ratio,y_ratio
AGN,0.31246180634791504,-0.10441973654026335
SBG,1.0630395981681555,0.09717241188666664
AGN,1.3630932676579646,0.8130217486982572
SBG,-0.07073106571958598,-0.3938234663907499
AGN,0.19270757902880495,2.4017331292154216
SBG,-0.2658444629686314,-0.48882395590193284
SBG,0.09055770316927048,-0.21125753125184013
AGN,1.4404169528930288,0.6571600294998122
SBG,-0.2803233659610607,0.058230257609887315
AGN,-0.5174889890304027,0.6182046854956424
SBG,0.49587882169840725,-0.20170833258068094
AGN,0.6921313148404795,0.8394261532147014
SBG,0.1573119984596984,-1.106815796773653
SBG,-0.5171008169821348,-0.3834134346453594
SBG,-0.4323358789254184,-0.40836798340890024
SBG,-0.32887110215558024,-0.25963123563499046
SBG,-0.25749895561815955,-0.6502186800173291
SBG,-0.4940231160625151,-1.8078127500669467
SBG,0.16035477946415302,-0.3002554419985851
AGN,0.82912054887605,1.5664458408242128
SBG,-0.7368164721065541,-0.11175879958793532
SBG,-0.24192836318645886,-0.6503986600763947
SBG,0.858058711403209,0.10981519155681797
AGN,1.0484207167726562,2.052834336482254
SBG,-0.6096900357291369,-0.26009809897579567
SBG,0.46190285916310025,-0.5817015959556174
AGN,0.48744851411909995,1.92923485604957
SBG,0.3953271901508503,-0.9369764078353772
SBG,0.34747530582033687,-0.3153703781287204
SBG,-0.995067642939222,-0.4627118716054379
SBG,-1.039104516872181,0.3318095808295334
SBG,0.26314862733489536,0.3714361333113172
AGN,0.3720536762898727,0.7318709834622608
AGN,0.13964532503608063,0.8281713317057158
SBG,-0.6007411545524186,-0.35727529968610455
AGN,-0.3221294141554602,0.7332142860092022
SBG,0.15934526216841396,-0.28728575015986063
SBG,0.23140078933077923,-0.2675254964753672
SBG,0.1555138656286445,0.14716444957809324
SBG,0.3992420807397842,0.05707981659705286
SBG,-0.48004224304888804,-0.612314530340676
SBG,-0.06207989458725283,-0.0871296081975614
SBG,0.14230423103410386,-0.5646088419382044
SBG,0.3522440783104196,0.36293864718566143
