classification,x_ratio,y_ratio
SBG,0.054747965572783046,-0.5978527478080033
AGN,-0.12718497014465804,0.1459687978306547
SBG,-0.021841225702756557,0.011074411756012719
SBG,-2.026035196324333,-0.9959533416888464
SBG,0.4813794114169544,0.03701089963940538
SBG,-1.1199438032750413,-0.3739498493748927
AGN,1.459389874747148,0.8610794527665524
SBG,-0.029501883412868045,-0.08027179380214015
SBG,-0.5367769647596586,-1.2329627229229232
SBG,-0.6596492182154025,-0.2927710785605699
SBG,-0.581117170697474,-0.9200099986053628
SBG,-0.9119684341545866,-0.2731843518110272
SBG,-0.20921011938737452,-0.14606866952341302
SBG,-0.7007873545488241,-1.0562362434224062
SBG,0.771132331056972,0.031820814489381205
SBG,0.5214751405565031,0.5469754808566017
SBG,0.0549928227041847,-0.6571352678997384
SBG,-0.19989486276250323,-0.0565285313818454
SBG,0.2940929283972848,-0.20508653515930844
AGN,0.5064444480081327,0.04606102284768691
SBG,0.4504449118221145,0.1604048518173419
SBG,0.9498562175756424,0.23021327004025086
SBG,0.5018858036738211,0.12180761632052425
SBG,0.27949662884696247,-0.7924920676167897
AGN,0.42964425867621625,1.2761038467748589
SBG,-0.16641213262038948,-0.05401751201485078
SBG,-0.005766236694369084,-0.2752469406531079
SBG,-0.41155680314911164,-0.17431118137966964
SBG,-1.2135548653541228,-1.1588141824680218
SBG,-0.571938155687311,-0.6479450690891723
SBG,-0.10528383646414444,-0.47405778253018716
SBG,0.3525366731122885,0.05122925436503382
AGN,-1.9927638465380153,0.05709137250721092
SBG,-0.3123991006277295,-1.468558551623574
AGN,1.7771755403942977,0.8153809081313391
AGN,0.6528597932492648,0.4451033821180838
SBG,-0.18304527870173737,-0.18784444801645922
AGN,0.999032494761034,0.9757153224700106
SBG,-0.5510141613954139,-0.8239190980208255
AGN,0.7707584420480037,0.8030136342025008
SBG,-1.810925548573144,-0.5229587874727001
SBG,-0.21022099249965748,-0.40649252872335745
SBG,-0.28713649403941144,-0.8904989880317784
AGN,0.8068077202467957,2.0608087789202716
SBG,-0.6801815337903238,-0.6253928319247788
SBG,0.1722882911165884,-0.4578725239554273
SBG,0.28410417774526253,0.18339890797823874
SBG,-1.5062304238315574,-0.4571760034419616
SBG,0.11500281868219595,-0.17775202757240421
SBG,-0.2973854265750332,-0.1287456125199104
SBG,0.6704157225742816,0.1754240605630356
AGN,0.6337749790450704,1.0515395127447975
SBG,1.4180676396560585,0.3585375924148553
SBG,0.4244105476458279,0.04181103107933866
SBG,0.10466838435095685,-0.4304318032217901
SBG,0.3848408484170405,-0.21056674347477938
AGN,-0.6892814273596289,0.09478395731001442
SBG,0.08542265055588402,-0.4568421661425197
SBG,-0.477850395802144,-0.0797207656171684
SBG,0.18137745483327092,-0.2820020646640732
SBG,-0.54504885102626,-0.27765529383535986
SBG,-0.3651648531236457,0.20612620028733658
AGN,1.1711865851520002,0.7734857197930416
SBG,0.2458705599570308,-0.23569307459818373
AGN,-0.3013901417171494,0.21920723339020853
AGN,0.45101141074859685,0.8018749123204275
SBG,-0.46472258304617803,-1.0380436886809918
AGN,1.101268673992442,2.089402955490712
SBG,0.18037212000628697,-0.5832133190418288
SBG,-0.5858402641408073,-2.1894973336973624
SBG,0.7624195166763291,-0.7303197903615248
SBG,0.3383800998391549,0.18628283133714385
SBG,0.5397828239507901,-0.11839479850618946
AGN,0.31303372042117156,1.3792555635790222
AGN,0.031224342868479783,0.28934858585087914
SBG,0.48885513028554994,0.007363970773527496
SBG,-0.2790674944096971,-0.6545890654663152
AGN,0.9381989350228342,0.5881047713392319
SBG,0.20816533229550638,-0.27260274555243297
SBG,0.3488015101478218,-0.5875903527052954
SBG,0.4240849147106842,-0.429691975037005
AGN,1.2511314256944308,0.6299922219216129
SBG,-0.20877239008673343,-0.5224137329583967
SBG,0.21704303589949225,-0.37578250364435495
AGN,0.39838281919492113,1.1393003158391481
SBG,-0.3040012777670318,-1.1239362019501602
SBG,-0.18492107431627794,-1.2457331017922306
SBG,0.3711829974221108,0.4749129492236438
SBG,0.024950380872423565,-0.7518388045628804
AGN,0.4228561248510622,0.4248734447164319
AGN,0.6056338532562142,1.7656700478067433
SBG,0.5891710761101927,-0.04487397526742099
SBG,-0.7757062474797748,-0.9584864959117289
AGN,-0.7643658380474132,1.1389247116166679
AGN,-0.05737139524304827,0.4068196723197413
AGN,0.5059027180359147,0.1100399501118055
SBG,-1.4432684994528098,-0.4773655446085238
SBG,0.46146572612668496,-0.26360392360108337
SBG,-0.6954006986145266,-0.7002259737801598
SBG,-0.5879847949576662,0.35599149431341043
AGN,0.472032456931556,0.19560004707513107
SBG,0.13290385262158966,-0.3678622215797081
SBG,-0.1341646401377109,0.01652898463580715
AGN,-0.18506812057161107,0.9287754786200011
SBG,-0.2817910000067405,-0.4148368935532645
SBG,-1.3585352226675722,0.22578550648918058
SBG,-0.6000222873465281,-1.0531406792853457
SBG,-0.09439851976260065,-0.15444511588305662
SBG,-0.6162316188952717,-1.067600824009456
SBG,-0.36917468845557666,-0.17697575847440533
AGN,1.1895165641383652,0.5054637823118779
SBG,0.3849256055772894,-0.39789314311126966
SBG,-0.9291845189991477,-1.0132920813400426
SBG,-0.46674526372781516,0.13079707593872586
SBG,-0.5599598696030579,-0.8837639707949855
AGN,0.04770814541794263,1.3486746944945014
SBG,-0.010137078400185332,-0.9823319197795148
SBG,-0.289032182120842,-0.7342459093420473
SBG,0.18872586889719084,-0.39335016643566645
SBG,0.2264214463969114,-0.4419555082450546
SBG,0.021285526916142855,-0.473912499492203
SBG,-0.37417116985328147,-1.0215872139841446
SBG,-0.23863577202998237,0.4234813957871446
AGN,-0.03934659867810607,0.2553241462958614
AGN,1.0779238349978493,0.7901164143088614
SBG,0.4700818907970926,-0.9159589474454305
SBG,0.49033760190873105,-0.3880117651108616
SBG,-0.6513641630206461,-0.8329645415105594
SBG,0.33295264334936164,-0.41275255492561597
SBG,-0.09749793382361603,-0.7139550855890808
SBG,0.10850654795245589,0.03180893400556295
