classification,x_ratio,y_ratio,oii_3726_flux,h_beta_flux,oiii_5007_flux
SBG,0.2940929283972848,-0.20508653515930844,21.80423,16.24867,13.23579
AGN,0.5064444480081327,0.04606102284768691,21.17388,12.76011,13.3616
SBG,0.4504449118221145,0.1604048518173419,30.25916,19.28551,22.64092
SBG,0.9498562175756424,0.23021327004025086,77.43586,29.95193,37.70554
SBG,0.5018858036738211,0.12180761632052425,25.14282,15.22116,17.19286
SBG,0.27949662884696247,-0.7924920676167897,24.15774,18.26722,8.269848
AGN,0.42964425867621625,1.2761038467748589,21.44423,13.95463,49.99461
SBG,-0.16641213262038948,-0.05401751201485078,23.27784,27.49252,26.04684
SBG,-0.005766236694369084,-0.2752469406531079,12.96064,13.03559,9.899026
SBG,-0.41155680314911164,-0.17431118137966964,14.57051,21.98931,18.4718
SBG,-1.2135548653541228,-1.1588141824680218,4.77622,16.07402,5.044962
SBG,-0.571938155687311,-0.6479450690891723,21.33455,37.79837,19.77307
SBG,-0.10528383646414444,-0.47405778253018716,21.53209,23.92271,14.8912
SBG,0.3525366731122885,0.05122925436503382,16.09554,11.3136,11.90829
AGN,-1.9927638465380153,0.05709137250721092,2.625362,19.25908,20.3906
SBG,-0.3123991006277295,-1.468558551623574,11.95743,16.34222,3.762913
AGN,1.7771755403942977,0.8153809081313391,336.4706,56.90227,128.6012
AGN,0.6528597932492648,0.4451033821180838,30.96259,16.11773,25.15416
SBG,-0.18304527870173737,-0.18784444801645922,69.20274,83.10341,68.87142
AGN,0.999032494761034,0.9757153224700106,173.169,63.76698,169.1779
SBG,-0.5510141613954139,-0.8239190980208255,24.22741,42.03484,18.44106
AGN,0.7707584420480037,0.8030136342025008,80.90411,37.43126,83.55623
SBG,-1.810925548573144,-0.5229587874727001,3.647267,22.30707,13.22283
SBG,-0.21022099249965748,-0.40649252872335745,218.7217,269.8918,179.7431
SBG,-0.28713649403941144,-0.8904989880317784,12.83392,17.10256,7.019761
AGN,0.8068077202467957,2.0608087789202716,31.08626,13.87319,108.9367
SBG,-0.6801815337903238,-0.6253928319247788,89.46934,176.6336,94.50802
SBG,0.1722882911165884,-0.4578725239554273,20.91619,17.60592,11.138
SBG,0.28410417774526253,0.18339890797823874,13.63166,10.26039,12.32574
SBG,-1.5062304238315574,-0.4571760034419616,10.59278,47.77025,30.24186
SBG,0.11500281868219595,-0.17775202757240421,14.74856,13.14633,11.00545
SBG,-0.2973854265750332,-0.1287456125199104,13.61021,18.32389,16.11032
SBG,0.6704157225742816,0.1754240605630356,40.67757,20.80641,24.79607
AGN,0.6337749790450704,1.0515395127447975,19.14905,10.1602,29.07904
SBG,1.4180676396560585,0.3585375924148553,40.69149,9.854728,14.10443
SBG,0.4244105476458279,0.04181103107933866,77.8386,50.91853,53.09262
SBG,0.10466838435095685,-0.4304318032217901,13.68085,12.32129,8.011651
SBG,0.3848408484170405,-0.21056674347477938,28.60631,19.46828,15.77174
AGN,-0.6892814273596289,0.09478395731001442,13.13535,26.16934,28.77113
SBG,0.08542265055588402,-0.4568421661425197,26.0139,23.88399,15.12526
SBG,-0.477850395802144,-0.0797207656171684,39.11581,63.07832,58.24489
SBG,0.18137745483327092,-0.2820020646640732,18.21189,15.19091,11.45808
SBG,-0.54504885102626,-0.27765529383535986,9.028142,15.57077,11.79576
SBG,-0.3651648531236457,0.20612620028733658,32.58918,46.95291,57.70082
AGN,1.1711865851520002,0.7734857197930416,69.37425,21.50594,46.60999
SBG,0.2458705599570308,-0.23569307459818373,49.12487,38.4168,30.35016
AGN,-0.3013901417171494,0.21920723339020853,33.05698,44.68433,55.63598
AGN,0.45101141074859685,0.8018749123204275,33.14558,21.11319,47.07645
SBG,-0.46472258304617803,-1.0380436886809918,5.159906,8.212365,2.908383
AGN,1.101268673992442,2.089402955490712,137.3951,45.67687,369.0732
SBG,0.18037212000628697,-0.5832133190418288,37.57319,31.37209,17.50883
SBG,-0.5858402641408073,-2.1894973336973624,11.4082,20.49483,2.294868
SBG,0.7624195166763291,-0.7303197903615248,27.65367,12.90144,6.215332
SBG,0.3383800998391549,0.18628283133714385,34.47139,24.57549,29.60764
SBG,0.5397828239507901,-0.11839479850618946,27.69852,16.14477,14.34213
AGN,0.31303372042117156,1.3792555635790222,57.12754,41.7731,165.9204
AGN,0.031224342868479783,0.28934858585087914,175.2722,169.884,226.8898
SBG,0.48885513028554994,0.007363970773527496,45.63221,27.98752,28.19438
SBG,-0.2790674944096971,-0.6545890654663152,53.86485,71.20376,37.00143
AGN,0.9381989350228342,0.5881047713392319,55.59793,21.75725,39.17551
SBG,0.20816533229550638,-0.27260274555243297,79.17458,64.29552,48.9543
SBG,0.3488015101478218,-0.5875903527052954,23.88853,16.85415,9.365255
SBG,0.4240849147106842,-0.429691975037005,38.49025,25.1868,16.38929
AGN,1.2511314256944308,0.6299922219216129,58.70935,16.80149,31.54641
SBG,-0.20877239008673343,-0.5224137329583967,36.12391,44.5106,26.39867
SBG,0.21704303589949225,-0.37578250364435495,33.9875,27.35638,18.78704
AGN,0.39838281919492113,1.1393003158391481,32.95074,22.12329,69.12602
SBG,-0.3040012777670318,-1.1239362019501602,18.31434,24.82089,8.06674
SBG,-0.18492107431627794,-1.2457331017922306,12.63591,15.20256,4.374231
SBG,0.3711829974221108,0.4749129492236438,19.44532,13.41567,21.57071
SBG,0.024950380872423565,-0.7518388045628804,41.51744,40.49438,19.09305
AGN,0.4228561248510622,0.4248734447164319,18.12459,11.87474,18.16119
AGN,0.6056338532562142,1.7656700478067433,25.80617,14.08316,82.32294
SBG,0.5891710761101927,-0.04487397526742099,20.11199,11.15787,10.66824
SBG,-0.7757062474797748,-0.9584864959117289,40.77748,88.57381,33.96565
AGN,-0.7643658380474132,1.1389247116166679,4.304934,9.245414,28.8772
AGN,-0.05737139524304827,0.4068196723197413,72.04348,76.29758,114.6015
AGN,0.5059027180359147,0.1100399501118055,30.30909,18.2752,20.40102
SBG,-1.4432684994528098,-0.4773655446085238,42.47052,179.842,111.5768
SBG,0.46146572612668496,-0.26360392360108337,37.23432,23.47099,18.03224
SBG,-0.6954006986145266,-0.7002259737801598,4.682723,9.386575,4.660182
SBG,-0.5879847949576662,0.35599149431341043,10.4859,18.87836,26.95066
AGN,0.472032456931556,0.19560004707513107,40.93309,25.53133,31.04713
SBG,0.13290385262158966,-0.3678622215797081,66.09684,57.87104,40.05906
SBG,-0.1341646401377109,0.01652898463580715,14.0047,16.01551,16.28243
AGN,-0.18506812057161107,0.9287754786200011,17.35786,20.88672,52.8728
SBG,-0.2817910000067405,-0.4148368935532645,8.683799,11.51039,7.602014
SBG,-1.3585352226675722,0.22578550648918058,2.823333,10.98415,13.76651
SBG,-0.6000222873465281,-1.0531406792853457,61.80074,112.6108,39.2832
SBG,-0.09439851976260065,-0.15444511588305662,12.87849,14.15343,12.12794
SBG,-0.6162316188952717,-1.067600824009456,42.96786,79.57373,27.36003
SBG,-0.36917468845557666,-0.17697575847440533,26.61209,38.49546,32.2515
AGN,1.1895165641383652,0.5054637823118779,66.70404,20.3026,33.65672
SBG,0.3849256055772894,-0.39789314311126966,37.77921,25.7088,17.26947
SBG,-0.9291845189991477,-1.0132920813400426,11.90651,30.15256,10.94604
SBG,-0.46674526372781516,0.13079707593872586,28.08046,44.78258,51.04034
SBG,-0.5599598696030579,-0.8837639707949855,18.24419,31.93832,13.1977
AGN,0.04770814541794263,1.3486746944945014,21.85563,20.83742,80.27234
SBG,-0.010137078400185332,-0.9823319197795148,27.04092,27.31643,10.22828
SBG,-0.289032182120842,-0.7342459093420473,100.7756,134.549,64.56565
SBG,0.18872586889719084,-0.39335016643566645,69.27577,57.36127,38.70695
SBG,0.2264214463969114,-0.4419555082450546,55.78408,44.48122,28.59156
SBG,0.021285526916142855,-0.473912499492203,38.8256,38.00791,23.66227
SBG,-0.37417116985328147,-1.0215872139841446,10.34199,15.03504,5.412961
SBG,-0.23863577202998237,0.4234813957871446,24.81956,31.50883,48.12247
AGN,-0.03934659867810607,0.2553241462958614,8.681334,9.029724,11.65629
AGN,1.0779238349978493,0.7901164143088614,55.07669,18.74267,41.30234
SBG,0.4700818907970926,-0.9159589474454305,64.32529,40.20016,16.0854
SBG,0.49033760190873105,-0.3880117651108616,23.90237,14.63828,9.930673
SBG,-0.6513641630206461,-0.8329645415105594,11.29743,21.67023,9.421317
SBG,0.33295264334936164,-0.41275255492561597,26.45021,18.95962,12.54797
SBG,-0.09749793382361603,-0.7139550855890808,30.57949,33.71111,16.50845
SBG,0.10850654795245589,0.03180893400556295,11.84232,10.62461,10.968
